No;UPT;Jenis Stasiun Monitor;Tanggal;Waktu;Band;Pita Frekuensi;Frekuensi;Dinas;Sub Service;Kelas Emisi;Kelas Stasiun;Azimuth;Level;Identifikasi;Legalitas;Keterangan;Provinsi;Kab/Kota;Kecamatan;Kel/Desa;Lat;Long;No SPT;Tgl Input;Catatan
62;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;2. Penerbangan VHF (108 – 137 MHz);126.7;Aeronautical;Ground-To-Air;A3E;MA;;41.91;PERUM LPPNPI CABANG LOMBOK;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
63;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;2. Penerbangan VHF (108 – 137 MHz);120.7;Aeronautical;Ground-To-Air;A3E;MA;;50.75;PERUM LPPNPI CABANG DENPASAR;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
64;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;2. Penerbangan VHF (108 – 137 MHz);119.3;Aeronautical;Ground-To-Air;A3E;MA;;61.31;PERUM LPPNPI CABANG DENPASAR;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
65;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;2. Penerbangan VHF (108 – 137 MHz);118.95;Aeronautical;Ground-To-Air;;;;52.41;PERUM LPPNPI CABANG LOMBOK;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
66;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;2. Penerbangan VHF (108 – 137 MHz);118.55;Aeronautical;Ground-To-Air;;;;64.02;PERUM LPPNPI CABANG LOMBOK;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
67;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;2. Penerbangan VHF (108 – 137 MHz);116;Aeronautical;Ground-To-Air;F3E;FA;;36.13;DVOR PERUM LPPNPI CABANG LOMBOK;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
68;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;2. Penerbangan VHF (108 – 137 MHz);109.9;Aeronautical;Ground-To-Air;F3E;FA;;36.44;ILS LOCALIZER PERUM LPPNPI CABANG LOMBOK;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
69;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);89.5;Broadcast;FM;;;;47.96;Noise Floor/ Clear;CLEAR;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
70;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);87.9;Broadcast;FM;;;;98.34;CLEAR;CLEAR;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
71;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);88.8;Broadcast;FM;F3E;;;32.55;RADIO RIZKI BAROKAH, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
72;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);101.4;Broadcast;FM;F3E;;;31.51;RADIO SUARA TASTURA LOMBOK, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
73;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);107.7;Broadcast;FM;F3E;;;44.93;PERKUMPULAN RADIO KOMUNITAS TALENTA FM;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
74;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);103;Broadcast;FM;F3E;;;39.01;RADIO SUARA YATOFA, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
75;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);102.2;Broadcast;FM;;;;82.51;RADIO GEMA SUARA LOMBOK SATU, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
76;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);95.5;Broadcast;FM;F3E;;;54.47;RADIO MITRA TARA PERSADA FM, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
77;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);94.3;Broadcast;FM;F3E;BC;;46.01;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
78;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);92.705;Broadcast;FM;F3E;BC;;54.59;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA (RRI KURIPAN);BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
79;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);89.6;Broadcast;FM;F3E;BC;;49.57;RADIO EXPRESI BAHANA TASTURA, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
80;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);89.2;Broadcast;FM;F3E;BC;;41.87;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
81;Balai Monitor Kelas II Mataram;Transportable;2025-06-11;02:06:00;VHF;1. Radio FM, DRM (87 – 108 MHz);88;Broadcast;FM;F3E;;;81.55;RADIO PUTRIMANDALIKA BUANA SWARA, PT;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK TENGAH;PRAYA;PRAYA;-8.70785;116.274;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025
82;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.65;Land Mobile (private);Standard;G7F;;;52;CV. HARAPAN KITA;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
83;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.575;Land Mobile (private);Standard;G7F;;;36;CV. TRITUNGGAL MANDIRI ABADI;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
84;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.8;Land Mobile (private);Standard;;;;30;DAYA INDAH YASA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
85;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.7;Land Mobile (private);Standard;G7F;;;33;SEKRETARIAT DPRD PROVINSI NTB;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
86;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);409.75;Land Mobile (private);Standard;G7F;;;50;LOMBOK CAHAYA BANGUNAN PERKASA, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
87;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);408.675;Land Mobile (private);Standard;;;;32;CATUR WARGA COMPUTER, CV.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
88;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.55;Land Mobile (private);Standard;G7F;FX;;33;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
89;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.275;Land Mobile (private);Standard;;;;39;KKV GROUP INDONESIA, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
90;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);352.025;Land Mobile (private);Standard;G7W;ML;;42;HOTEL INDONESIA PROPERTI, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
91;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.7;Land Mobile (private);Standard;G7F;FX;;33;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
92;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.125;Land Mobile (private);Standard;;;;34;PP PROPERTI TBK. (PRIME PARK HOTEL BANDUNG), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
93;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.175;Land Mobile (private);Standard;G7F;FX;;31;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
94;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);355.7;Land Mobile (private);Standard;G7F;;;28;GRAHA SENGGIGI, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
95;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.075;Land Mobile (private);Standard;;;;31;RELIFE PROPERTY MANAGEMENT, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
96;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);352.5;Land Mobile (private);Standard;G7F;FX;;33;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
97;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);355.25;Land Mobile (private);Standard;G7F;;;45;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
98;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.525;Land Mobile (private);Standard;G7F;;;35;PENGADILAN TINGGI NUSA TENGGARA BARAT;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
99;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);408.3;Land Mobile (private);Standard;G7F;;;35;PERUSAHAAN PERORANGAN HARJANTO;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
100;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);409.7;Land Mobile (private);Standard;G7F;;;31;CV. LIGHTHOUSE INFORMATIKA SOLUSINDO;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
101;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.15;Land Mobile (private);Standard;G7F;FX;;64;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
102;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.25;Land Mobile (private);Standard;G7F;FX;;30;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
103;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.6;Land Mobile (private);Standard;G7F;;;34;KANTOR KESEHATAN PELABUHAN KELAS II MATARAM;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
104;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.35;Land Mobile (private);Standard;G7F;FX;;33;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
105;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);422.9;Land Mobile (public);Trunking;;;;34;MOBILKOM TELEKOMINDO, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
106;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);422.65;Land Mobile (public);Trunking;;;;33;MOBILKOM TELEKOMINDO, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
107;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);419.425;Land Mobile (private);Trunking;G7W;ML;;36;Kepolisian;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
108;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.175;Land Mobile (private);Standard;;;;34;BANUA UTAMA RAYA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
109;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407;Land Mobile (private);Standard;G7F;;;45;YAOYA BERKAT SEJATI, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
110;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.95;Land Mobile (private);Standard;G7F;;;44;YAYASAN PENDIDIKAN EKSEKUTIP KOMPUTER;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
111;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.9;Land Mobile (private);Standard;;;;35;DAYA INDAH YASA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
112;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.775;Land Mobile (private);Standard;G7F;;;36;KOKOH MANDIRI SEJAHTERA, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
113;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.675;Land Mobile (private);Standard;G7F;;;32;SPIRIT GROUP, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
114;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406;Other Services;Radio Location;F2D;;;36;EPIRB;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
115;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);403.425;Land Mobile (private);Trunking;G7W;ML;;42;Kepolisian;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
116;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);393.1;Land Mobile (private);Standard;G7W;ML;;77;PT AMMAN MINERAL INDUSTRI, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
117;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);363.125;Land Mobile (private);Standard;F3E;ML;;47;DCAMEL SAMUDRA EXPRESS, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
118;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);362.525;Land Mobile (private);Standard;F3E;ML;;37;SRIWIJAYA AIR, PT.;BERIZIN;;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
119;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);359.25;Land Mobile (private);Standard;G7F;FX;;26;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
120;Balai Monitor Kelas II Mataram;Transportable;2025-06-10;11:06:54;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);357;Land Mobile (private);Standard;G7F;FX;;25;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;LOMBOK BARAT;BATU LAYAR;BENGKAUNG;-8.513708;116.091233;95/Balmon.52/KP.01.06/06/2025;2025-06-11;Monitoring Bulan Juni 2025 (Site Batu Layar)
